Entrez	Symbol	Name	Length
55065	SLC52A1	solute carrier family 52, riboflavin transporter, member 1	2460.5
80700	UBXN6	UBX domain protein 6	1566
54538	ROBO4	roundabout, axon guidance receptor, homolog 4 (Drosophila)	3109
64184	EDDM3B	epididymal protein 3B	896
79788	ZNF665	zinc finger protein 665	3295
51347	TAOK3	TAO kinase 3	4306
54584	GNB1L	guanine nucleotide binding protein (G protein), beta polypeptide 1-like	1527
151987	PPP4R2	protein phosphatase 4, regulatory subunit 2	1385
55679	LIMS2	LIM and senescent cell antigen-like domains 2	2150
1456	CSNK1G3	casein kinase 1, gamma 3	4351
63920	C5orf54	chromosome 5 open reading frame 54	2846.5
60467	BPESC1	blepharophimosis, epicanthus inversus and ptosis, candidate 1 (non-protein coding)	3515
10243	GPHN	gephyrin	4176
54808	DYM	dymeclin	2028
3770	KCNJ14	potassium inwardly-rectifying channel, subfamily J, member 14	3087
63971	KIF13A	kinesin family member 13A	5832
10501	SEMA6B	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B	3728
51702	PADI3	peptidyl arginine deiminase, type III	3202
50487	PLA2G3	phospholipase A2, group III	2581
50514	DEC1	deleted in esophageal cancer 1	1303.5
43849	KLK12	kallikrein-related peptidase 12	945
64066	MMP27	matrix metallopeptidase 27	1657
10911	UTS2	urotensin 2	652
64232	MS4A5	membrane-spanning 4-domains, subfamily A, member 5	721
55511	SAGE1	sarcoma antigen 1	3065
64388	GREM2	gremlin 2, DAN family BMP antagonist	4183
57596	BEGAIN	brain-enriched guanylate kinase-associated	2710
79939	SLC35E1	solute carrier family 35, member E1	3589.5
79066	METTL16	methyltransferase like 16	3738
79948	LPPR3	lipid phosphate phosphatase-related protein type 3	2322.5
9247	GCM2	glial cells missing homolog 2 (Drosophila)	2367
29766	TMOD3	tropomodulin 3 (ubiquitous)	2125
51179	HAO2	hydroxyacid oxidase 2 (long chain)	1594.5
23415	KCNH4	potassium voltage-gated channel, subfamily H (eag-related), member 4	3940
57559	STAMBPL1	STAM binding protein-like 1	2111
3274	HRH2	histamine receptor H2	2825.5
51764	GNG13	guanine nucleotide binding protein (G protein), gamma 13	984
3049	HBQ1	hemoglobin, theta 1	653
51298	THEG	theg spermatid protein	1291.5
9629	CLCA3P	chloride channel accessory 3, pseudogene	3426
10394	PRG3	proteoglycan 3	874
11148	HHLA2	HERV-H LTR-associating 2	2435.5
57105	CYSLTR2	cysteinyl leukotriene receptor 2	3030
55676	SLC30A6	solute carrier family 30 (zinc transporter), member 6	2394
23566	LPAR3	lysophosphatidic acid receptor 3	1635
7223	TRPC4	transient receptor potential cation channel, subfamily C, member 4	3022
79981	FRMD1	FERM domain containing 1	2814
2587	GALR1	galanin receptor 1	2786
55243	KIRREL	kin of IRRE like (Drosophila)	3090
140290	TCP10L	t-complex 10-like	2701
8708	B3GALT1	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1	2170
50939	IMPG2	interphotoreceptor matrix proteoglycan 2	4473
51301	GCNT4	glucosaminyl (N-acetyl) transferase 4, core 2	3436
51311	TLR8	toll-like receptor 8	4266
54860	MS4A12	membrane-spanning 4-domains, subfamily A, member 12	1041
55628	ZNF407	zinc finger protein 407	5724
29081	METTL5	methyltransferase like 5	896
55732	C1orf112	chromosome 1 open reading frame 112	2682
54806	AHI1	Abelson helper integration site 1	3890
51224	TCEB3B	transcription elongation factor B polypeptide 3B (elongin A2)	3047
55289	ACOXL	acyl-CoA oxidase-like	2642
7638	ZNF221	zinc finger protein 221	2424
29991	OBP2A	odorant binding protein 2A	719.5
27136	MORC1	MORC family CW-type zinc finger 1	3761
29018	FOXN3-AS2	FOXN3 antisense RNA 2	1260
29942	PURG	purine-rich element binding protein G	2326.5
4284	MIP	major intrinsic protein of lens fiber	2007
51079	NDUFA13	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13	1603
23590	PDSS1	prenyl (decaprenyl) diphosphate synthase, subunit 1	1435
25769	SLC24A2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2	1284
56301	SLC7A10	solute carrier family 7 (neutral amino acid transporter light chain, asc system), member 10	1578
55835	CENPJ	centromere protein J	5188
55879	GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	2009
56936	CCDC177	coiled-coil domain containing 177	1388
56934	CA10	carbonic anhydrase X	2982.5
51202	DDX47	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47	1814
29968	PSAT1	phosphoserine aminotransferase 1	2125.5
59335	PRDM12	PR domain containing 12	2497
57663	USP29	ubiquitin specific peptidase 29	3608
80045	GPR157	G protein-coupled receptor 157	1777
85476	GFM1	G elongation factor, mitochondrial 1	3340.5
80069	LINC00574	long intergenic non-protein coding RNA 574	2569
266977	GPR110	G protein-coupled receptor 110	3092
80128	TRIM46	tripartite motif containing 46	2119
57523	NYNRIN	NYN domain and retroviral integrase containing	7865
80215	RUNX1-IT1	RUNX1 intronic transcript 1 (non-protein coding)	1490
80217	WDR96	WD repeat domain 96	3132
29944	PNMA3	paraneoplastic Ma antigen 3	2503
60495	HPSE2	heparanase 2	2217.5
63976	PRDM16	PR domain containing 16	8733
26290	GALNT8	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 8 (GalNAc-T8)	2146
79670	ZCCHC6	zinc finger, CCHC domain containing 6	5169.5
79064	TMEM223	transmembrane protein 223	939
55755	CDK5RAP2	CDK5 regulatory subunit associated protein 2	6267
55766	H2AFJ	H2A histone family, member J	3509.5
27090	ST6GALNAC4	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	1652
10691	GMEB1	glucocorticoid modulatory element binding protein 1	1940
54878	DPP8	dipeptidyl-peptidase 8	4102
57730	ANKRD36B	ankyrin repeat domain 36B	1912.5
54149	C21orf91	chromosome 21 open reading frame 91	5373
26355	FAM162A	family with sequence similarity 162, member A	941.5
55471	NDUFAF7	NADH dehydrogenase (ubiquinone) complex I, assembly factor 7	1964
57115	PGLYRP4	peptidoglycan recognition protein 4	1835
54682	MANSC1	MANSC domain containing 1	2088.5
26000	TBC1D10B	TBC1 domain family, member 10B	2892
476	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	3479
29974	A1CF	APOBEC1 complementation factor	2172
54545	MTMR12	myotubularin related protein 12	5039
29990	PILRB	paired immunoglobin-like type 2 receptor beta	2322
51715	RAB23	RAB23, member RAS oncogene family	2579
64693	CTAGE1	cutaneous T-cell lymphoma-associated antigen 1	4316
54986	ULK4	unc-51-like kinase 4 (C. elegans)	2258
9238	TBRG4	transforming growth factor beta regulator 4	2213
29943	PADI1	peptidyl arginine deiminase, type I	2479
79363	RSG1	REM2 and RAB-like small GTPase 1	1564
81876	RAB1B	RAB1B, member RAS oncogene family	1959
81492	RSPH6A	radial spoke head 6 homolog A (Chlamydomonas)	2109.5
81873	ARPC5L	actin related protein 2/3 complex, subunit 5-like	1134
79943	ZNF696	zinc finger protein 696	4685
64806	IL25	interleukin 25	1262.5
81870	KRTAP9-9	keratin associated protein 9-9	975
81858	SHARPIN	SHANK-associated RH domain interactor	1760
114897	C1QTNF1	C1q and tumor necrosis factor related protein 1	2836
81851	KRTAP1-1	keratin associated protein 1-1	904
57669	EPB41L5	erythrocyte membrane protein band 4.1 like 5	5923
81850	KRTAP1-3	keratin associated protein 1-3	970
83440	ADPGK	ADP-dependent glucokinase	2303
81833	SPACA1	sperm acrosome associated 1	1505
81796	SLCO5A1	solute carrier organic anion transporter family, member 5A1	3420
81789	TIGD6	tigger transposable element derived 6	3741
81627	TRMT1L	tRNA methyltransferase 1 homolog (S. cerevisiae)-like	4187
81491	GPR63	G protein-coupled receptor 63	2140.5
29091	STXBP6	syntaxin binding protein 6 (amisyn)	1483
81626	SHCBP1L	SHC SH2-domain binding protein 1-like	2401
81624	DIAPH3	diaphanous homolog 3 (Drosophila)	1440
81622	UNC93B1	unc-93 homolog B1 (C. elegans)	2325
81619	TSPAN14	tetraspanin 14	5535
81617	CAB39L	calcium binding protein 39-like	3672
81618	ITM2C	integral membrane protein 2C	1936
81490	PTDSS2	phosphatidylserine synthase 2	1682
81609	SNX27	sorting nexin family member 27	6801
64850	AGXT2L1	alanine-glyoxylate aminotransferase 2-like 1	2112
51129	ANGPTL4	angiopoietin-like 4	1812
81606	LBH	limb bud and heart development	2941
81603	TRIM8	tripartite motif containing 8	2750
23780	APOL2	apolipoprotein L, 2	2593
83452	RAB33B	RAB33B, member RAS oncogene family	3864
81602	CDADC1	cytidine and dCMP deaminase domain containing 1	3173
83439	TCF7L1	transcription factor 7-like 1 (T-cell specific, HMG-box)	2772
81543	LRRC3	leucine rich repeat containing 3	2498
56165	TDRD1	tudor domain containing 1	4173.5
81035	COLEC12	collectin sub-family member 12	3143
81034	SLC25A32	solute carrier family 25 (mitochondrial folate carrier) , member 32	2986.5
56259	CTNNBL1	catenin, beta like 1	1494
83449	PMFBP1	polyamine modulated factor 1 binding protein 1	3457
81031	SLC2A10	solute carrier family 2 (facilitated glucose transporter), member 10	4238
83448	PUS7L	pseudouridylate synthase 7 homolog (S. cerevisiae)-like	3957.5
83482	SCRT1	scratch homolog 1, zinc finger protein (Drosophila)	3554
81579	PLA2G12A	phospholipase A2, group XIIA	5235
81029	WNT5B	wingless-type MMTV integration site family, member 5B	2256.5
83478	ARHGAP24	Rho GTPase activating protein 24	4109.5
81575	APOLD1	apolipoprotein L domain containing 1	4691
80975	TMPRSS5	transmembrane protease, serine 5	2018
56156	TEX13B	testis expressed 13B	1251
56155	TEX14	testis expressed 14	4878
83464	APH1B	anterior pharynx defective 1 homolog B (C. elegans)	4229
83447	SLC25A31	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31"	1817
50807	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	6070
26503	SLC17A5	solute carrier family 17 (anion/sugar transporter), member 5	2827.5
29083	GTPBP8	GTP-binding protein 8 (putative)	1312
55028	C17orf80	chromosome 17 open reading frame 80	3532
27343	POLL	polymerase (DNA directed), lambda	2182
54676	GTPBP2	GTP binding protein 2	2842
27231	NMRK2	nicotinamide riboside kinase 2	1101
11022	TDRKH	tudor and KH domain containing	2715
58513	EPS15L1	epidermal growth factor receptor pathway substrate 15-like 1	2797
51192	CKLF	chemokine-like factor	575
9033	PKD2L1	polycystic kidney disease 2-like 1	3078
63891	RNF123	ring finger protein 123	3673
64718	UNKL	unkempt homolog (Drosophila)-like	4052
64377	CHST8	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8	2230
51289	RXFP3	relaxin/insulin-like family peptide receptor 3	1853
80763	C12orf39	chromosome 12 open reading frame 39	443
51204	TACO1	translational activator of mitochondrially encoded cytochrome c oxidase I	1461
57805	KIAA1967	KIAA1967	3710
10392	NOD1	nucleotide-binding oligomerization domain containing 1	844.5
55130	ARMC4	armadillo repeat containing 4	3183
79958	DENND1C	DENN/MADD domain containing 1C	2706
79961	DENND2D	DENN/MADD domain containing 2D	1977.5
9132	KCNQ4	potassium voltage-gated channel, KQT-like subfamily, member 4	2267.5
9177	HTR3B	5-hydroxytryptamine (serotonin) receptor 3B, ionotropic	1796
9966	TNFSF15	tumor necrosis factor (ligand) superfamily, member 15	1847.5
55079	FEZF2	FEZ family zinc finger 2	2046.5
80833	APOL3	apolipoprotein L, 3	2395.5
55607	PPP1R9A	protein phosphatase 1, regulatory subunit 9A	9905
50508	NOX3	NADPH oxidase 3	2057
55239	OGFOD1	2-oxoglutarate and iron-dependent oxygenase domain containing 1	2912.5
10022	INSL5	insulin-like 5	716
22806	IKZF3	IKAROS family zinc finger 3 (Aiolos)	2213.5
55140	ELP3	elongator acetyltransferase complex subunit 3	3111.5
9992	KCNE2	potassium voltage-gated channel, Isk-related family, member 2	805
55374	TMCO6	transmembrane and coiled-coil domains 6	1738.5
10242	KCNMB2	potassium large conductance calcium-activated channel, subfamily M, beta member 2	2426
10813	UTP14A	UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)	2390.5
29113	C6orf15	chromosome 6 open reading frame 15	1136
140803	TRPM6	transient receptor potential cation channel, subfamily M, member 6	5167
55779	WDR52	WD repeat domain 52	4521.5
55335	NIPSNAP3B	nipsnap homolog 3B (C. elegans)	3309
55584	CHRNA9	cholinergic receptor, nicotinic, alpha 9 (neuronal)	1897
51233	C22orf43	chromosome 22 open reading frame 43	1290
50940	PDE11A	phosphodiesterase 11A	6570
55801	IL26	interleukin 26	1052
26280	IL1RAPL2	interleukin 1 receptor accessory protein-like 2	2996
51384	WNT16	wingless-type MMTV integration site family, member 16	2879
258	AMBN	ameloblastin (enamel matrix protein)	1987
55891	LENEP	lens epithelial protein	650
27039	PKD2L2	polycystic kidney disease 2-like 2	2232
54848	ARHGEF38	Rho guanine nucleotide exchange factor (GEF) 38	1440
54967	CXorf48	chromosome X open reading frame 48	2023
30813	VSX1	visual system homeobox 1	1334.5
27094	KCNMB3	potassium large conductance calcium-activated channel, subfamily M beta member 3	1664
23591	FAM215A	family with sequence similarity 215, member A (non-protein coding)	781
51146	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	1774
51378	ANGPT4	angiopoietin 4	1862
28990	ASTE1	asteroid homolog 1 (Drosophila)	2668
2658	GDF2	growth differentiation factor 2	1938
29933	GPR132	G protein-coupled receptor 132	3248.5
29924	EPN1	epsin 1	2492.5
55825	PECR	peroxisomal trans-2-enoyl-CoA reductase	1679
29935	RPA4	replication protein A4, 30kDa	1436
27202	C5AR2	complement component 5a receptor 2	1362.5
56955	MEPE	matrix extracellular phosphoglycoprotein	2065.5
56979	PRDM9	PR domain containing 9	3700
9236	CCPG1	cell cycle progression 1	4828
26261	FBXO24	F-box protein 24	1826.5
56344	CABP5	calcium binding protein 5	1257
56676	ASCL3	achaete-scute complex homolog 3 (Drosophila)	652
10086	HHLA1	HERV-H LTR-associating 1	4347.5
51085	MLXIPL	MLX interacting protein-like	3235
23563	CHST5	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5	2724
50616	IL22	interleukin 22	1160.5
8074	FGF23	fibroblast growth factor 23	3021
83446	CCDC70	coiled-coil domain containing 70	1155
59336	PRDM13	PR domain containing 13	3208
59340	HRH4	histamine receptor H4	3505
728621	CCDC30	coiled-coil domain containing 30	3114
80099	C7orf69	chromosome 7 open reading frame 69	1529.5
80111	C3orf36	chromosome 3 open reading frame 36	1668
117153	MIA2	melanoma inhibitory activity 2	2054
80115	BAIAP2L2	BAI1-associated protein 2-like 2	1427
80133	MROH9	maestro heat-like repeat family member 9	2294
80199	FUZ	fuzzy homolog (Drosophila)	1546
27141	CIDEB	cell death-inducing DFFA-like effector b	2247
80222	TARS2	threonyl-tRNA synthetase 2, mitochondrial (putative)	1995
29919	C18orf8	chromosome 18 open reading frame 8	1022
54441	STAG3L1	stromal antigen 3-like 1	1771.5
79157	MFSD11	major facilitator superfamily domain containing 11	2480
51136	RNFT1	ring finger protein, transmembrane 1	1844
1103	CHAT	choline O-acetyltransferase	2220.5
6343	SCT	secretin	518
64096	GFRA4	GDNF family receptor alpha 4	1432
7711	ZNF155	zinc finger protein 155	2678
26960	NBEA	neurobeachin	3957
79684	MSANTD2	Myb/SANT-like DNA-binding domain containing 2	2307
56914	OTOR	otoraplin	1455.5
80896	NPL	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)	1456
56911	MAP3K7CL	MAP3K7 C-terminal like	1998.5
26012	NSMF	NMDA receptor synaptonuclear signaling and neuronal migration factor	3578
54101	RIPK4	receptor-interacting serine-threonine kinase 4	3880
22955	SCMH1	sex comb on midleg homolog 1 (Drosophila)	3186.5
27010	TPK1	thiamin pyrophosphokinase 1	2439
55681	SCYL2	SCY1-like 2 (S. cerevisiae)	2410
54964	C1orf56	chromosome 1 open reading frame 56	2028
1154	CISH	cytokine inducible SH2-containing protein	2192
79877	DCAKD	dephospho-CoA kinase domain containing	2009.5
55515	ASIC4	acid-sensing (proton-gated) ion channel family member 4	2564.5
51805	COQ3	coenzyme Q3 homolog, methyltransferase (S. cerevisiae)	1271
55006	TRMT61B	tRNA methyltransferase 61 homolog B (S. cerevisiae)	1821
55051	NRDE2	NRDE-2, necessary for RNA interference, domain containing	3225.5
26287	ANKRD2	ankyrin repeat domain 2 (stretch responsive muscle)	1408
57579	FAM135A	family with sequence similarity 135, member A	3390
60468	BACH2	BTB and CNC homology 1, basic leucine zipper transcription factor 2	9050
81551	STMN4	stathmin-like 4	1288.5
79366	HMGN5	high mobility group nucleosome binding domain 5	2133
79369	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	1424
81558	FAM117A	family with sequence similarity 117, member A	2274
83463	MXD3	MAX dimerization protein 3	1703
83445	GSG1	germ cell associated 1	1969
83394	PITPNM3	PITPNM family member 3	7115.5
83460	EMC6	ER membrane protein complex subunit 6	733.5
81932	HDHD3	haloacid dehalogenase-like hydrolase domain containing 3	1459
81930	KIF18A	kinesin family member 18A	2139
56159	TEX11	testis expressed 11	3047
81566	CSRNP2	cysteine-serine-rich nuclear protein 2	4474
83443	SF3B5	splicing factor 3b, subunit 5, 10kDa	738
81501	DCSTAMP	dendrocyte expressed seven transmembrane protein	1956
81926	FAM108A1	family with sequence similarity 108, member A1	1523
81537	SGPP1	sphingosine-1-phosphate phosphatase 1	3309
83442	SH3BGRL3	SH3 domain binding glutamic acid-rich protein like 3	1117
81890	QTRT1	queuine tRNA-ribosyltransferase 1	1343
59067	IL21	interleukin 21	624
81563	C1orf21	chromosome 1 open reading frame 21	10314
727800	RNF208	ring finger protein 208	1070
81562	LMAN2L	lectin, mannose-binding 2-like	2348
81493	SYNC	syncoilin, intermediate filament protein	3457.5
83480	PUS3	pseudouridylate synthase 3	1848
3218	HOXB8	homeobox B8	1824
54332	GDAP1	ganglioside induced differentiation associated protein 1	3748
8128	ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	5598
51237	MZB1	marginal zone B and B1 cell-specific protein	838
6041	RNASEL	ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)	4101.5
2845	GPR22	G protein-coupled receptor 22	2967
1750	DLX6	distal-less homeobox 6	1794
84939	MUM1	melanoma associated antigen (mutated) 1	3370.5
80328	ULBP2	UL16 binding protein 2	1216
8643	PTCH2	patched 2	3545
50619	DEF6	differentially expressed in FDCP 6 homolog (mouse)	2231
2844	GPR21	G protein-coupled receptor 21	1365.5
1149	CIDEA	cell death-inducing DFFA-like effector a	1278
7007	TECTA	tectorin alpha	6489
55507	GPRC5D	G protein-coupled receptor, family C, group 5, member D	1039
9376	SLC22A8	solute carrier family 22 (organic anion transporter), member 8	2154
